sb_n,edl_used,outer_f,gesture,recall
2,1,2,1,0.5343511450381679
2,1,2,2,0.6227544910179641
2,1,2,3,0.8290155440414507
2,1,2,4,0.7980769230769231
2,1,2,5,0.9830508474576272
2,1,2,6,0.6270270270270271
2,1,2,7,0.7244897959183674
2,1,2,8,0.8787878787878788
2,1,2,9,0.773109243697479
2,1,2,10,0.9069767441860463
2,1,2,11,0.8362068965517241
2,1,2,12,0.72
3,1,2,1,0.9831932773109244
3,1,2,2,0.9824561403508772
3,1,2,3,0.6850828729281768
3,1,2,4,0.8976377952755905
3,1,2,5,0.7515151515151515
3,1,2,6,0.672
3,1,2,7,0.8527131782945736
3,1,2,8,0.8829787234042553
3,1,2,9,0.91
3,1,2,10,0.5652173913043478
3,1,2,11,1.0
3,1,2,12,0.979591836734694
4,1,2,1,0.8571428571428571
4,1,2,2,0.75
4,1,2,3,0.6927710843373494
4,1,2,4,0.9758064516129032
4,1,2,5,0.9611650485436892
4,1,2,6,0.7839506172839507
4,1,2,7,0.7100591715976331
4,1,2,8,0.7678571428571429
4,1,2,9,0.95
4,1,2,10,0.11304347826086955
4,1,2,11,0.3181818181818182
4,1,2,12,1.0
5,1,2,1,0.0
5,1,2,2,0.6477272727272727
5,1,2,3,0.9746835443037974
5,1,2,4,0.8157894736842105
5,1,2,5,0.7142857142857143
5,1,2,6,0.944055944055944
5,1,2,7,0.902097902097902
5,1,2,8,0.7947019867549668
5,1,2,9,0.7886178861788617
5,1,2,10,0.9482758620689656
5,1,2,11,0.9663865546218487
5,1,2,12,0.9098360655737704
6,1,2,1,0.6227272727272727
6,1,2,2,0.6131386861313869
6,1,2,3,0.6373626373626373
6,1,2,4,0.6341463414634146
6,1,2,5,0.8775510204081632
6,1,2,6,0.57
6,1,2,7,0.5829383886255924
6,1,2,8,0.5119047619047619
6,1,2,9,0.24509803921568624
6,1,2,10,0.8834355828220859
6,1,2,11,0.5220588235294118
6,1,2,12,0.6053811659192825
7,1,2,1,0.9266666666666666
7,1,2,2,0.5177304964539007
7,1,2,3,0.6566265060240963
7,1,2,4,0.8409090909090909
7,1,2,5,1.0
7,1,2,6,0.9575757575757576
7,1,2,7,0.9705882352941176
7,1,2,8,0.8968253968253969
7,1,2,9,0.5785123966942148
7,1,2,10,0.9343629343629344
7,1,2,11,0.1328125
7,1,2,12,0.8905109489051095
8,1,2,1,0.7094339622641509
8,1,2,2,0.6989247311827957
8,1,2,3,1.0
8,1,2,4,0.9814814814814816
8,1,2,5,1.0
8,1,2,6,0.6711409395973155
8,1,2,7,0.7950819672131147
8,1,2,8,0.8571428571428571
8,1,2,9,0.7142857142857143
8,1,2,10,0.9947089947089948
8,1,2,11,0.7125
8,1,2,12,0.6559999999999999
9,1,2,1,0.9552238805970148
9,1,2,2,0.4186046511627907
9,1,2,3,1.0
9,1,2,4,0.8725490196078431
9,1,2,5,1.0
9,1,2,6,0.8098159509202454
9,1,2,7,0.7989130434782609
9,1,2,8,0.8607594936708861
9,1,2,9,0.8991596638655462
9,1,2,10,0.820627802690583
9,1,2,11,0.5945945945945946
9,1,2,12,0.18085106382978725
10,1,2,1,0.7961165048543689
10,1,2,2,0.8410596026490066
10,1,2,3,0.8898678414096917
10,1,2,4,0.6198830409356725
10,1,2,5,0.9074074074074074
10,1,2,6,0.7763157894736842
10,1,2,7,0.7644230769230769
10,1,2,8,0.5844155844155844
10,1,2,9,0.3666666666666665
10,1,2,10,0.6728971962616822
10,1,2,11,0.7755102040816326
10,1,2,12,0.8811881188118812
1,1,3,1,0.6896551724137931
1,1,3,2,0.5968992248062015
1,1,3,3,0.9027777777777778
1,1,3,4,1.0
1,1,3,5,0.8244274809160306
1,1,3,6,0.8079470198675497
1,1,3,7,0.6754385964912281
1,1,3,8,0.940119760479042
1,1,3,9,0.9565217391304348
1,1,3,10,0.8375
1,1,3,11,0.7244094488188977
1,1,3,12,0.9465648854961832
2,1,3,1,0.8511904761904762
2,1,3,2,0.8734939759036144
2,1,3,3,0.6581632653061225
2,1,3,4,0.9440993788819876
2,1,3,5,0.9693251533742332
2,1,3,6,0.9407894736842104
2,1,3,7,0.785
2,1,3,8,0.7533333333333333
2,1,3,9,0.29850746268656714
2,1,3,10,0.9212598425196852
2,1,3,11,0.6055045871559633
2,1,3,12,1.0
3,1,3,1,0.860655737704918
3,1,3,2,0.8211382113821138
3,1,3,3,0.7005347593582888
3,1,3,4,0.9243697478991596
3,1,3,5,0.7733333333333333
3,1,3,6,0.9587628865979382
3,1,3,7,0.8037383177570093
3,1,3,8,0.875
3,1,3,9,0.8684210526315791
3,1,3,10,1.0
3,1,3,11,1.0
3,1,3,12,0.96
4,1,3,1,0.958490566037736
4,1,3,2,0.9663865546218487
4,1,3,3,0.8355263157894737
4,1,3,4,0.8079999999999999
4,1,3,5,0.8181818181818182
4,1,3,6,0.6214285714285714
4,1,3,7,0.7808219178082192
4,1,3,8,0.92
4,1,3,9,0.93125
4,1,3,10,0.4701492537313433
4,1,3,11,0.6413793103448275
4,1,3,12,0.9657534246575342
5,1,3,1,0.4772727272727273
5,1,3,2,0.9484536082474226
5,1,3,3,0.746268656716418
5,1,3,4,0.8454545454545455
5,1,3,5,0.1851851851851852
5,1,3,6,0.9464285714285714
5,1,3,7,0.6901408450704225
5,1,3,8,0.9225352112676056
5,1,3,9,0.8360655737704918
5,1,3,10,1.0
5,1,3,11,1.0
5,1,3,12,0.9396551724137931
6,1,3,1,0.5867346938775511
6,1,3,2,0.5540540540540541
6,1,3,3,0.7029702970297029
6,1,3,4,0.5182481751824818
6,1,3,5,0.8333333333333334
6,1,3,6,0.7745664739884393
6,1,3,7,0.6274509803921569
6,1,3,8,0.6646341463414634
6,1,3,9,0.7181818181818181
6,1,3,10,1.0
6,1,3,11,0.5193798449612403
6,1,3,12,0.9610389610389608
7,1,3,1,0.8823529411764706
7,1,3,2,0.8305084745762712
7,1,3,3,0.7943262411347518
7,1,3,4,0.9007092198581559
7,1,3,5,1.0
7,1,3,6,0.9242424242424242
7,1,3,7,1.0
7,1,3,8,0.8802816901408451
7,1,3,9,0.4907407407407408
7,1,3,10,1.0
7,1,3,11,0.3898305084745763
7,1,3,12,0.7966101694915254
8,1,3,1,0.9849624060150376
8,1,3,2,0.68
8,1,3,3,0.9912280701754386
8,1,3,4,0.8229166666666666
8,1,3,5,0.7986111111111112
8,1,3,6,0.6796875
8,1,3,7,0.9108280254777072
8,1,3,8,0.8854961832061069
8,1,3,9,0.5697674418604651
8,1,3,10,0.8884120171673819
8,1,3,11,0.4358974358974359
8,1,3,12,1.0
9,1,3,1,0.8564593301435407
9,1,3,2,0.4313725490196079
9,1,3,3,1.0
9,1,3,4,0.78125
9,1,3,5,0.8584070796460177
9,1,3,6,0.972972972972973
9,1,3,7,0.5370370370370371
9,1,3,8,0.9579831932773109
9,1,3,9,0.9393939393939394
9,1,3,10,1.0
9,1,3,11,0.56
9,1,3,12,0.8837209302325582
10,1,3,1,0.9658119658119658
10,1,3,2,0.7225433526011561
10,1,3,3,0.9153439153439152
10,1,3,4,0.8277777777777777
10,1,3,5,0.6956521739130435
10,1,3,6,0.5894039735099338
10,1,3,7,0.7962085308056872
10,1,3,8,0.8611111111111112
10,1,3,9,0.8848920863309353
10,1,3,10,0.9160839160839158
10,1,3,11,0.5514018691588785
10,1,3,12,0.8582677165354331
1,1,4,1,0.5730994152046783
1,1,4,2,0.028985507246376805
1,1,4,3,0.7986111111111112
1,1,4,4,1.0
1,1,4,5,0.7401574803149606
1,1,4,6,0.6689655172413793
1,1,4,7,0.8456375838926175
1,1,4,8,0.9921259842519684
1,1,4,9,0.6372549019607843
1,1,4,10,0.7663551401869159
1,1,4,11,0.6744186046511628
1,1,4,12,0.8316831683168316
2,1,4,1,0.6292682926829268
2,1,4,2,0.9147727272727272
2,1,4,3,0.8969072164948454
2,1,4,4,0.8735632183908046
2,1,4,5,0.9239766081871345
2,1,4,6,0.5952380952380952
2,1,4,7,0.8807339449541285
2,1,4,8,0.89375
2,1,4,9,0.4796747967479675
2,1,4,10,0.8853503184713376
2,1,4,11,0.7024793388429752
2,1,4,12,0.9926470588235294
3,1,4,1,0.717741935483871
3,1,4,2,0.8454545454545455
3,1,4,3,0.883495145631068
3,1,4,4,0.7050359712230215
3,1,4,5,0.8189655172413793
3,1,4,6,0.6434108527131783
3,1,4,7,1.0
3,1,4,8,0.9166666666666666
3,1,4,9,1.0
3,1,4,10,0.5887096774193549
3,1,4,11,0.9924242424242424
3,1,4,12,1.0
4,1,4,1,0.946969696969697
4,1,4,2,0.7876712328767124
4,1,4,3,0.8197674418604651
4,1,4,4,0.9836065573770492
4,1,4,5,0.8686131386861314
4,1,4,6,0.5563380281690141
4,1,4,7,0.7922077922077922
4,1,4,8,0.8695652173913043
4,1,4,9,0.9477124183006536
4,1,4,10,0.6356589147286822
4,1,4,11,0.5476190476190477
4,1,4,12,0.8223684210526315
5,1,4,1,0.5490196078431373
5,1,4,2,0.913793103448276
5,1,4,3,0.9018867924528302
5,1,4,4,0.8666666666666667
5,1,4,5,0.7460317460317459
5,1,4,6,0.9924242424242424
5,1,4,7,0.7922077922077922
5,1,4,8,0.9432624113475178
5,1,4,9,0.8811881188118812
5,1,4,10,0.891566265060241
5,1,4,11,0.9583333333333334
5,1,4,12,0.975206611570248
6,1,4,1,0.5
6,1,4,2,0.6641791044776121
6,1,4,3,0.6407185628742516
6,1,4,4,0.5461538461538461
6,1,4,5,0.7136150234741784
6,1,4,6,0.8057553956834532
6,1,4,7,0.9257425742574258
6,1,4,8,0.6131386861313869
6,1,4,9,0.10743801652892562
6,1,4,10,0.9891891891891892
6,1,4,11,0.9636363636363636
6,1,4,12,0.6556291390728477
7,1,4,1,0.9061032863849764
7,1,4,2,0.9159663865546218
7,1,4,3,0.7414965986394558
7,1,4,4,0.8782051282051282
7,1,4,5,0.8265895953757225
7,1,4,6,0.6764705882352942
7,1,4,7,0.9425287356321842
7,1,4,8,0.9066666666666666
7,1,4,9,0.4219653179190752
7,1,4,10,0.8913043478260869
7,1,4,11,0.55
7,1,4,12,0.9914529914529916
8,1,4,1,0.9473684210526316
8,1,4,2,0.9099099099099099
8,1,4,3,0.8053097345132744
8,1,4,4,0.9746835443037974
8,1,4,5,0.7954545454545454
8,1,4,6,0.7142857142857143
8,1,4,7,0.8831168831168831
8,1,4,8,0.7883211678832117
8,1,4,9,0.6415094339622641
8,1,4,10,1.0
8,1,4,11,0.4577464788732394
8,1,4,12,0.9649122807017544
9,1,4,1,0.7421875
9,1,4,2,0.8476190476190476
9,1,4,3,0.8781725888324873
9,1,4,4,0.9629629629629628
9,1,4,5,0.9113924050632912
9,1,4,6,0.8194444444444444
9,1,4,7,0.9051094890510948
9,1,4,8,0.8354430379746836
9,1,4,9,0.4625
9,1,4,10,1.0
9,1,4,11,0.7888888888888889
9,1,4,12,1.0
10,1,4,1,0.7777777777777778
10,1,4,2,0.7115384615384616
10,1,4,3,0.9217391304347826
10,1,4,4,0.7213114754098361
10,1,4,5,0.8325123152709359
10,1,4,6,0.5411764705882353
10,1,4,7,0.8349514563106796
10,1,4,8,0.8675496688741722
10,1,4,9,0.9905660377358492
10,1,4,10,0.7368421052631579
10,1,4,11,0.6160714285714286
10,1,4,12,0.6993006993006993
1,1,5,1,0.6863905325443787
1,1,5,2,0.8585858585858586
1,1,5,3,0.8778625954198473
1,1,5,4,0.9848484848484848
1,1,5,5,0.8134328358208955
1,1,5,6,0.3909774436090225
1,1,5,7,0.8936170212765957
1,1,5,8,0.9142857142857144
1,1,5,9,0.24175824175824176
1,1,5,10,0.9292929292929292
1,1,5,11,0.6106870229007634
1,1,5,12,0.4013605442176871
2,1,5,1,0.7699530516431925
2,1,5,2,0.7681159420289855
2,1,5,3,0.8871794871794871
2,1,5,4,0.7697368421052632
2,1,5,5,0.9515151515151516
2,1,5,6,0.6127167630057804
2,1,5,7,0.7389162561576355
2,1,5,8,0.8136645962732919
2,1,5,9,0.6805555555555556
2,1,5,10,1.0
2,1,5,11,0.7560975609756098
2,1,5,12,1.0
3,1,5,1,0.8769230769230769
3,1,5,2,0.9181818181818182
3,1,5,3,0.625
3,1,5,4,0.9252336448598132
3,1,5,5,0.7938931297709924
3,1,5,6,0.5874125874125874
3,1,5,7,0.7433628318584071
3,1,5,8,1.0
3,1,5,9,0.734375
3,1,5,10,1.0
3,1,5,11,0.9369369369369368
3,1,5,12,0.9051724137931034
4,1,5,1,0.8728323699421965
4,1,5,2,0.7727272727272727
4,1,5,3,0.76875
4,1,5,4,0.7464788732394366
4,1,5,5,0.7516778523489933
4,1,5,6,0.4316546762589928
4,1,5,7,0.9647887323943662
4,1,5,8,0.7753623188405797
4,1,5,9,0.9801324503311258
4,1,5,10,0.6853146853146853
4,1,5,11,0.5299145299145299
4,1,5,12,0.7530120481927711
5,1,5,1,0.4019607843137255
5,1,5,2,0.9065420560747663
5,1,5,3,0.6751269035532995
5,1,5,4,1.0
5,1,5,5,0.7132867132867133
5,1,5,6,0.945945945945946
5,1,5,7,0.9473684210526316
5,1,5,8,0.6346153846153846
5,1,5,9,0.6421052631578947
5,1,5,10,1.0
5,1,5,11,1.0
5,1,5,12,1.0
6,1,5,1,0.9359605911330048
6,1,5,2,0.5533333333333333
6,1,5,3,0.6130952380952381
6,1,5,4,0.71900826446281
6,1,5,5,0.7866666666666666
6,1,5,6,0.4341463414634146
6,1,5,7,0.8642533936651584
6,1,5,8,0.6415094339622641
6,1,5,9,0.2525252525252525
6,1,5,10,1.0
6,1,5,11,0.7431192660550459
6,1,5,12,0.6896551724137931
7,1,5,1,1.0
7,1,5,2,0.8867924528301887
7,1,5,3,0.8260869565217391
7,1,5,4,0.9523809523809524
7,1,5,5,0.7121212121212122
7,1,5,6,0.7122302158273381
7,1,5,7,1.0
7,1,5,8,0.8421052631578947
7,1,5,9,0.813953488372093
7,1,5,10,0.8592233009708737
7,1,5,11,0.3050847457627119
7,1,5,12,0.8076923076923077
8,1,5,1,0.740909090909091
8,1,5,2,0.4878048780487805
8,1,5,3,0.8709677419354839
8,1,5,4,0.9333333333333332
8,1,5,5,0.7272727272727273
8,1,5,6,0.7807017543859649
8,1,5,7,0.5138121546961326
8,1,5,8,1.0
8,1,5,9,0.20930232558139536
8,1,5,10,0.9241379310344828
8,1,5,11,0.7215189873417721
8,1,5,12,1.0
9,1,5,1,0.6857142857142857
9,1,5,2,0.9655172413793104
9,1,5,3,0.9390243902439024
9,1,5,4,0.9222222222222224
9,1,5,5,0.8131868131868132
9,1,5,6,0.5202312138728323
9,1,5,7,0.992063492063492
9,1,5,8,0.6489361702127661
9,1,5,9,0.4509803921568628
9,1,5,10,1.0
9,1,5,11,0.8508771929824561
9,1,5,12,0.9902912621359224
10,1,5,1,0.5505050505050505
10,1,5,2,0.7869822485207101
10,1,5,3,0.9567099567099568
10,1,5,4,0.5923076923076923
10,1,5,5,0.8275862068965517
10,1,5,6,0.6258064516129033
10,1,5,7,0.9337349397590359
10,1,5,8,0.8741258741258742
10,1,5,9,0.6893203883495146
10,1,5,10,0.5403225806451613
10,1,5,11,0.7346938775510204
10,1,5,12,1.0
1,1,6,1,0.22459893048128346
1,1,6,2,0.9181818181818182
1,1,6,3,0.9428571428571428
1,1,6,4,1.0
1,1,6,5,0.7293233082706767
1,1,6,6,0.6060606060606061
1,1,6,7,0.7983193277310925
1,1,6,8,0.9724137931034482
1,1,6,9,0.9469026548672568
1,1,6,10,1.0
1,1,6,11,0.5409836065573771
1,1,6,12,0.7889908256880734
2,1,6,1,0.8271604938271605
2,1,6,2,0.7733990147783252
2,1,6,3,0.9171270718232044
2,1,6,4,0.6815286624203821
2,1,6,5,0.5409836065573771
2,1,6,6,0.7901234567901234
2,1,6,7,0.8229166666666666
2,1,6,8,0.9085714285714286
2,1,6,9,0.928
2,1,6,10,0.9495798319327732
2,1,6,11,0.71900826446281
2,1,6,12,1.0
3,1,6,1,0.8971428571428571
3,1,6,2,0.9514563106796116
3,1,6,3,0.823076923076923
3,1,6,4,0.8031496062992126
3,1,6,5,0.7534246575342466
3,1,6,6,0.6694214876033058
3,1,6,7,0.9166666666666666
3,1,6,8,0.9401709401709402
3,1,6,9,0.931372549019608
3,1,6,10,0.925
3,1,6,11,0.4933333333333334
3,1,6,12,1.0
4,1,6,1,0.6117021276595744
4,1,6,2,0.6284153005464481
4,1,6,3,0.8819444444444444
4,1,6,4,0.7424242424242424
4,1,6,5,0.7333333333333333
4,1,6,6,0.8814814814814815
4,1,6,7,0.9586206896551724
4,1,6,8,0.8854961832061069
4,1,6,9,0.6
4,1,6,10,0.8443223443223443
4,1,6,11,0.390625
4,1,6,12,0.5246913580246914
5,1,6,1,0.9224806201550388
5,1,6,2,0.9145299145299144
5,1,6,3,0.75
5,1,6,4,0.75
5,1,6,5,0.7591240875912408
5,1,6,6,0.9323308270676692
5,1,6,7,0.7293233082706767
5,1,6,8,0.6190476190476191
5,1,6,9,0.9895833333333334
5,1,6,10,0.6547619047619048
5,1,6,11,0.9435483870967742
5,1,6,12,1.0
6,1,6,1,0.6794258373205742
6,1,6,2,0.5899280575539568
6,1,6,3,0.7544910179640718
6,1,6,4,0.4859154929577465
6,1,6,5,0.6375545851528385
6,1,6,6,0.7990654205607477
6,1,6,7,0.8418367346938775
6,1,6,8,0.6551724137931034
6,1,6,9,0.22641509433962265
6,1,6,10,0.9716312056737588
6,1,6,11,0.8728813559322034
6,1,6,12,0.7162162162162162
7,1,6,1,0.8359788359788359
7,1,6,2,0.9224137931034484
7,1,6,3,0.7465753424657534
7,1,6,4,0.991304347826087
7,1,6,5,0.6712328767123288
7,1,6,6,0.6692913385826772
7,1,6,7,0.9712230215827338
7,1,6,8,0.9203539823008848
7,1,6,9,0.36641221374045796
7,1,6,10,0.9375
7,1,6,11,0.5569620253164557
7,1,6,12,0.8645161290322579
8,1,6,1,0.9504950495049505
8,1,6,2,0.584070796460177
8,1,6,3,1.0
8,1,6,4,0.9431818181818182
8,1,6,5,0.7279411764705882
8,1,6,6,0.7549019607843137
8,1,6,7,0.8009478672985783
8,1,6,8,0.7055214723926381
8,1,6,9,0.6857142857142857
8,1,6,10,1.0
8,1,6,11,0.8227848101265823
8,1,6,12,0.9069767441860463
9,1,6,1,0.7671232876712328
9,1,6,2,0.7765957446808509
9,1,6,3,1.0
9,1,6,4,0.8725490196078431
9,1,6,5,0.8585858585858586
9,1,6,6,0.7984496124031008
9,1,6,7,0.6985294117647058
9,1,6,8,0.9240506329113924
9,1,6,9,0.2346938775510204
9,1,6,10,1.0
9,1,6,11,0.975206611570248
9,1,6,12,1.0
10,1,6,1,0.25
10,1,6,2,0.8672566371681416
10,1,6,3,0.9516129032258064
10,1,6,4,0.6449704142011834
10,1,6,5,0.7767857142857143
10,1,6,6,0.7972972972972973
10,1,6,7,0.8025210084033614
10,1,6,8,0.9230769230769232
10,1,6,9,0.4173913043478261
10,1,6,10,0.5142857142857142
10,1,6,11,0.7631578947368421
10,1,6,12,0.9206349206349206
1,2,1,1,0.3040540540540541
1,2,1,2,0.3185185185185185
1,2,1,3,0.8758169934640523
1,2,1,4,0.902097902097902
1,2,1,5,0.7421875
1,2,1,6,0.5434782608695652
1,2,1,7,0.825503355704698
1,2,1,8,0.8456790123456791
1,2,1,9,0.3884297520661157
1,2,1,10,0.0375
1,2,1,11,0.8918918918918919
1,2,1,12,0.9831932773109244
2,2,1,1,0.19298245614035087
2,2,1,2,0.4821428571428572
2,2,1,3,0.5692307692307692
2,2,1,4,0.8066298342541437
2,2,1,5,0.542713567839196
2,2,1,6,0.7108433734939759
2,2,1,7,0.8217391304347826
2,2,1,8,0.7103825136612022
2,2,1,9,0.31007751937984496
2,2,1,10,0.9263803680981596
2,2,1,11,0.6198830409356725
2,2,1,12,0.6458333333333334
3,2,1,1,0.8924050632911392
3,2,1,2,0.5555555555555556
3,2,1,3,0.6274509803921569
3,2,1,4,0.9008264462809916
3,2,1,5,0.819672131147541
3,2,1,6,1.0
3,2,1,7,0.9594594594594594
3,2,1,8,0.9306930693069309
3,2,1,9,0.7244094488188977
3,2,1,10,0.13559322033898305
3,2,1,11,0.9595959595959596
3,2,1,12,0.4827586206896552
4,2,1,1,0.6166666666666667
4,2,1,2,0.7464788732394366
4,2,1,3,0.7117647058823531
4,2,1,4,0.9393939393939394
4,2,1,5,0.7734375
4,2,1,6,0.5986842105263158
4,2,1,7,0.06282722513089005
4,2,1,8,0.7804878048780488
4,2,1,9,0.8313253012048193
4,2,1,10,0.8520408163265306
4,2,1,11,0.5973154362416108
4,2,1,12,0.8076923076923077
5,2,1,1,0.0
5,2,1,2,0.9291338582677166
5,2,1,3,0.0660377358490566
5,2,1,4,0.9655172413793104
5,2,1,5,0.7293233082706767
5,2,1,6,0.9264705882352942
5,2,1,7,0.3333333333333333
5,2,1,8,0.6595744680851063
5,2,1,9,0.2347826086956521
5,2,1,10,0.035398230088495575
5,2,1,11,1.0
5,2,1,12,0.5950413223140496
6,2,1,1,0.5610859728506787
6,2,1,2,0.4580645161290322
6,2,1,3,0.24545454545454545
6,2,1,4,0.6896551724137931
6,2,1,5,0.8369565217391305
6,2,1,6,0.23618090452261306
6,2,1,7,0.4112554112554113
6,2,1,8,0.6086956521739131
6,2,1,9,0.06535947712418301
6,2,1,10,0.3870967741935484
6,2,1,11,0.12222222222222222
6,2,1,12,0.6335403726708074
7,2,1,1,0.4293785310734463
7,2,1,2,0.7948717948717948
7,2,1,3,0.7070063694267515
7,2,1,4,0.7669172932330827
7,2,1,5,0.7633136094674556
7,2,1,6,0.5786163522012578
7,2,1,7,0.5817307692307693
7,2,1,8,0.7608695652173914
7,2,1,9,0.3313253012048193
7,2,1,10,0.225
7,2,1,11,0.0
7,2,1,12,0.8787878787878788
8,2,1,1,0.8470588235294118
8,2,1,2,0.6666666666666666
8,2,1,3,0.8475609756097561
8,2,1,4,0.007352941176470587
8,2,1,5,0.990909090909091
8,2,1,6,0.6463414634146342
8,2,1,7,0.7522123893805309
8,2,1,8,0.7876712328767124
8,2,1,9,0.015873015873015872
8,2,1,10,1.0
8,2,1,11,0.8488372093023255
8,2,1,12,0.16666666666666666
9,2,1,1,0.6467661691542289
9,2,1,2,0.42105263157894735
9,2,1,3,1.0
9,2,1,4,0.6794871794871795
9,2,1,5,0.9363636363636364
9,2,1,6,0.7910447761194029
9,2,1,7,0.7435897435897436
9,2,1,8,0.5390070921985816
9,2,1,9,0.07792207792207792
9,2,1,10,1.0
9,2,1,11,0.11363636363636365
9,2,1,12,0.7215189873417721
10,2,1,1,0.7714285714285715
10,2,1,2,1.0
10,2,1,3,0.6324324324324324
10,2,1,4,0.7155172413793104
10,2,1,5,0.4217391304347826
10,2,1,6,0.7784431137724551
10,2,1,7,0.8084112149532711
10,2,1,8,0.7891566265060241
10,2,1,9,0.5
10,2,1,10,0.4019607843137255
10,2,1,11,0.05
10,2,1,12,0.2568807339449541
1,2,2,1,0.7293233082706767
1,2,2,2,0.6153846153846154
1,2,2,3,0.8723404255319149
1,2,2,4,1.0
1,2,2,5,0.7457627118644068
1,2,2,6,0.4263565891472868
1,2,2,7,0.2670807453416149
1,2,2,8,0.6410256410256411
1,2,2,9,0.8403361344537815
1,2,2,10,0.8089887640449438
1,2,2,11,0.9444444444444444
1,2,2,12,1.0
2,2,2,1,0.5877862595419847
2,2,2,2,0.5868263473053892
2,2,2,3,0.5647668393782384
2,2,2,4,0.8221153846153846
2,2,2,5,0.615819209039548
2,2,2,6,0.6756756756756757
2,2,2,7,0.6581632653061225
2,2,2,8,0.5606060606060606
2,2,2,9,0.4369747899159664
2,2,2,10,0.9709302325581396
2,2,2,11,0.7758620689655172
2,2,2,12,0.8333333333333334
3,2,2,1,0.8739495798319328
3,2,2,2,0.9385964912280702
3,2,2,3,0.4530386740331492
3,2,2,4,0.8818897637795275
3,2,2,5,0.7333333333333333
3,2,2,6,0.68
3,2,2,7,0.8682170542635659
3,2,2,8,0.9042553191489362
3,2,2,9,0.85
3,2,2,10,0.5826086956521739
3,2,2,11,1.0
3,2,2,12,0.9795918367346941
4,2,2,1,0.8620689655172413
4,2,2,2,0.6041666666666666
4,2,2,3,0.6867469879518072
4,2,2,4,0.8467741935483871
4,2,2,5,0.9708737864077672
4,2,2,6,0.7839506172839507
4,2,2,7,0.4615384615384616
4,2,2,8,0.7619047619047619
4,2,2,9,0.90625
4,2,2,10,0.08695652173913042
4,2,2,11,0.3712121212121212
4,2,2,12,1.0
5,2,2,1,0.0
5,2,2,2,0.7159090909090909
5,2,2,3,0.06329113924050632
5,2,2,4,0.8333333333333334
5,2,2,5,0.6857142857142857
5,2,2,6,0.8811188811188811
5,2,2,7,0.7342657342657343
5,2,2,8,0.8013245033112583
5,2,2,9,0.8130081300813008
5,2,2,10,0.9741379310344828
5,2,2,11,0.8487394957983193
5,2,2,12,0.8360655737704918
6,2,2,1,0.5590909090909091
6,2,2,2,0.4306569343065693
6,2,2,3,0.6593406593406593
6,2,2,4,0.6158536585365854
6,2,2,5,0.7687074829931972
6,2,2,6,0.28
6,2,2,7,0.6208530805687204
6,2,2,8,0.4821428571428572
6,2,2,9,0.2549019607843137
6,2,2,10,0.9141104294478528
6,2,2,11,0.375
6,2,2,12,0.7892376681614349
7,2,2,1,0.86
7,2,2,2,0.5531914893617021
7,2,2,3,0.6325301204819277
7,2,2,4,0.7954545454545454
7,2,2,5,0.9692307692307692
7,2,2,6,0.9636363636363636
7,2,2,7,0.9411764705882352
7,2,2,8,0.9047619047619048
7,2,2,9,0.4297520661157025
7,2,2,10,0.7142857142857143
7,2,2,11,0.1640625
7,2,2,12,0.8978102189781022
8,2,2,1,0.6490566037735849
8,2,2,2,0.8064516129032258
8,2,2,3,1.0
8,2,2,4,0.8425925925925926
8,2,2,5,1.0
8,2,2,6,0.6308724832214765
8,2,2,7,0.6885245901639344
8,2,2,8,0.8071428571428572
8,2,2,9,0.6493506493506493
8,2,2,10,0.984126984126984
8,2,2,11,0.675
8,2,2,12,0.768
9,2,2,1,0.8308457711442786
9,2,2,2,0.4186046511627907
9,2,2,3,1.0
9,2,2,4,0.8333333333333334
9,2,2,5,1.0
9,2,2,6,0.8588957055214724
9,2,2,7,0.7880434782608695
9,2,2,8,0.8607594936708861
9,2,2,9,0.8823529411764706
9,2,2,10,0.8475336322869955
9,2,2,11,0.6846846846846847
9,2,2,12,0.1702127659574468
10,2,2,1,0.7233009708737864
10,2,2,2,0.8543046357615894
10,2,2,3,0.7092511013215859
10,2,2,4,0.6081871345029239
10,2,2,5,0.9722222222222222
10,2,2,6,0.6447368421052632
10,2,2,7,0.7692307692307693
10,2,2,8,0.5909090909090909
10,2,2,9,0.3
10,2,2,10,0.557632398753894
10,2,2,11,0.5102040816326531
10,2,2,12,0.4950495049504951
1,2,3,1,0.7448275862068966
1,2,3,2,0.11627906976744184
1,2,3,3,0.9027777777777778
1,2,3,4,0.984375
1,2,3,5,0.816793893129771
1,2,3,6,0.5562913907284768
1,2,3,7,0.7543859649122807
1,2,3,8,0.8562874251497006
1,2,3,9,0.6869565217391305
1,2,3,10,0.95
1,2,3,11,0.6377952755905512
1,2,3,12,0.8778625954198473
2,2,3,1,0.6666666666666666
2,2,3,2,0.4277108433734939
2,2,3,3,0.6020408163265306
2,2,3,4,0.9440993788819876
2,2,3,5,0.6134969325153374
2,2,3,6,0.9539473684210528
2,2,3,7,0.885
2,2,3,8,0.6933333333333334
2,2,3,9,0.4552238805970149
2,2,3,10,0.8346456692913385
2,2,3,11,0.5045871559633027
2,2,3,12,1.0
3,2,3,1,0.860655737704918
3,2,3,2,0.7642276422764228
3,2,3,3,0.5294117647058824
3,2,3,4,0.8823529411764706
3,2,3,5,0.7533333333333333
3,2,3,6,0.9690721649484536
3,2,3,7,0.8504672897196262
