edl_used,sb,test_trial,threshold,RR,TAR
0,8,6,0.38,0.0498,0.8195
0,8,6,0.4,0.0589,0.8226
0,8,6,0.42,0.0718,0.825
0,8,6,0.44,0.0848,0.8281
0,8,6,0.46,0.1029,0.8362
0,8,6,0.48,0.1204,0.8433
0,8,6,0.5,0.1398,0.8503
0,8,6,0.52,0.1534,0.8532
0,8,6,0.54,0.17800000000000002,0.8614
0,8,6,0.56,0.1994,0.8658
0,8,6,0.58,0.2246,0.8798
0,8,6,0.6,0.2498,0.8913
0,8,6,0.62,0.2738,0.9011
0,8,6,0.64,0.2945,0.9055
0,8,6,0.66,0.3172,0.9118
0,8,6,0.68,0.3398,0.9157
0,8,6,0.7000000000000001,0.365,0.9195
0,8,6,0.72,0.3896,0.9205
0,8,6,0.74,0.4117,0.9229999999999999
0,8,6,0.76,0.4298,0.9285
0,8,6,0.78,0.446,0.9322
0,8,6,0.8,0.4641,0.9396
0,8,6,0.8200000000000001,0.4777,0.943
0,8,6,0.84,0.4951,0.9462
0,8,6,0.86,0.5159,0.9465
0,8,6,0.88,0.545,0.9474
0,8,6,0.9,0.5754,0.9451
0,8,6,0.92,0.6149,0.9546
0,8,6,0.94,0.6472,0.9743
0,8,6,0.96,0.6867,0.9814
0,8,6,0.98,0.7379,0.9852
0,9,6,0.0,0.0,0.8328
0,9,6,0.02,0.0,0.8328
0,9,6,0.04,0.0,0.8328
0,9,6,0.06,0.0,0.8328
0,9,6,0.08,0.0,0.8328
0,9,6,0.1,0.0,0.8328
0,9,6,0.12,0.0,0.8328
0,9,6,0.14,0.0,0.8328
0,9,6,0.16,0.0,0.8328
0,9,6,0.18,0.0,0.8328
0,9,6,0.2,0.0,0.8328
0,9,6,0.22,0.0012,0.8331
0,9,6,0.24,0.0017,0.833
0,9,6,0.26,0.0035,0.8339
0,9,6,0.28,0.0069,0.8351
0,9,6,0.3,0.015,0.8373
0,9,6,0.32,0.0231,0.8418
0,9,6,0.34,0.0365,0.8486
0,9,6,0.36,0.0527,0.8583
0,9,6,0.38,0.0654,0.865
0,9,6,0.4,0.0799,0.8723
0,9,6,0.42,0.0984,0.8832
0,9,6,0.44,0.1134,0.8877
0,9,6,0.46,0.1256,0.8934
0,9,6,0.48,0.1395,0.9018
0,9,6,0.5,0.1545,0.9062
0,9,6,0.52,0.1742,0.9152
0,9,6,0.54,0.1921,0.9212
0,9,6,0.56,0.2124,0.9273
0,9,6,0.58,0.2402,0.9322
0,9,6,0.6,0.265,0.9386
0,9,6,0.62,0.2853,0.9417
0,9,6,0.64,0.3027,0.9452
0,9,6,0.66,0.3148,0.9485
0,9,6,0.68,0.3293,0.9508
0,9,6,0.7000000000000001,0.3472,0.9539
0,9,6,0.72,0.3611,0.9583
0,9,6,0.74,0.3785,0.9655
0,9,6,0.76,0.3964,0.9693
0,9,6,0.78,0.4219,0.983
0,9,6,0.8,0.4439,0.9896
0,9,6,0.8200000000000001,0.4716,0.9945
0,9,6,0.84,0.4896,0.9955
0,9,6,0.86,0.5168,0.9952
0,9,6,0.88,0.5498,0.9961
0,9,6,0.9,0.5868,0.9958
0,9,6,0.92,0.625,0.9954
0,9,6,0.94,0.6453,0.9951
0,9,6,0.96,0.6748,0.9964
0,9,6,0.98,0.7193,1.0
0,10,6,0.0,0.0,0.6951
0,10,6,0.02,0.0,0.6951
0,10,6,0.04,0.0,0.6951
0,10,6,0.06,0.0,0.6951
0,10,6,0.08,0.0,0.6951
0,10,6,0.1,0.0,0.6951
0,10,6,0.12,0.0,0.6951
0,10,6,0.14,0.0016,0.6957
0,10,6,0.16,0.0027,0.6964
0,10,6,0.18,0.0038,0.6972
0,10,6,0.2,0.0108,0.6994
0,10,6,0.22,0.0221,0.7031
0,10,6,0.24,0.0313,0.7081
0,10,6,0.26,0.0405,0.7109
0,10,6,0.28,0.0529,0.7145
0,10,6,0.3,0.0642,0.7186
0,10,6,0.32,0.0783,0.7272
0,10,6,0.34,0.0934,0.7321
0,10,6,0.36,0.109,0.7389
0,10,6,0.38,0.136,0.752
0,10,6,0.4,0.1716,0.7661
0,10,6,0.42,0.1981,0.7793
0,10,6,0.44,0.2267,0.7872
0,10,6,0.46,0.2547,0.8038
0,10,6,0.48,0.2833,0.8155
0,10,6,0.5,0.3146,0.8323
0,10,6,0.52,0.3578,0.8521
0,10,6,0.54,0.3842,0.8685
0,10,6,0.56,0.4155,0.88
0,10,6,0.58,0.436,0.8976
0,10,6,0.6,0.4625,0.9076
0,10,6,0.62,0.4868,0.9169
0,10,6,0.64,0.5067,0.9245
0,10,6,0.66,0.5278,0.9359999999999999
0,10,6,0.68,0.5559,0.9490000000000001
0,10,6,0.7000000000000001,0.5737,0.9544
0,10,6,0.72,0.5920000000000001,0.9590000000000001
0,10,6,0.74,0.6104,0.9668
0,10,6,0.76,0.6239,0.9713
0,10,6,0.78,0.6368,0.9777
0,10,6,0.8,0.6535,0.9844
0,10,6,0.8200000000000001,0.6713,0.9918
0,10,6,0.84,0.6897,0.993
0,10,6,0.86,0.7070000000000001,0.9945
0,10,6,0.88,0.7242,1.0
0,10,6,0.9,0.7377,1.0
0,10,6,0.92,0.7539,1.0
0,10,6,0.94,0.7759999999999999,1.0
0,10,6,0.96,0.8041,1.0
0,10,6,0.98,0.8618,1.0
1,1,1,0.0,0.0,0.6528
1,1,1,0.02,0.0006,0.6532
1,1,1,0.04,0.0019,0.654
1,1,1,0.06,0.0025,0.6545
1,1,1,0.08,0.0044,0.6557
1,1,1,0.1,0.0069,0.6574
1,1,1,0.12,0.0082,0.6576
1,1,1,0.14,0.0139,0.6601
1,1,1,0.16,0.0214,0.6626
1,1,1,0.18,0.0334,0.6662
1,1,1,0.2,0.0485,0.6728
1,1,1,0.22,0.0643,0.6788
1,1,1,0.24,0.0794,0.6831
1,1,1,0.26,0.1046,0.6897
1,1,1,0.28,0.1323,0.6964
1,1,1,0.3,0.1594,0.7061
1,1,1,0.32,0.1947,0.7152
1,1,1,0.34,0.2319,0.7244
1,1,1,0.36,0.2785,0.7354
1,1,1,0.38,0.3264,0.7568
1,1,1,0.4,0.3629,0.7715
1,1,1,0.42,0.4108,0.7861
1,1,1,0.44,0.4493,0.8078
1,1,1,0.46,0.4865,0.8245
1,1,1,0.48,0.5198,0.8386
1,1,1,0.5,0.5583,0.8645
1,1,1,0.52,0.5866,0.8704
1,1,1,0.54,0.6257,0.8872
1,1,1,0.56,0.6609999999999999,0.8922
1,1,1,0.58,0.6925,0.9078
1,1,1,0.6,0.7246,0.9176
1,1,1,0.62,0.7669,0.9324
1,1,1,0.64,0.7977,0.9533
1,1,1,0.66,0.8393,0.9725
1,1,1,0.68,0.8721,0.9951
1,1,1,0.7000000000000001,0.8959999999999999,1.0
1,1,1,0.72,0.9175,1.0
1,1,1,0.74,0.9414,1.0
1,1,1,0.76,0.9616,1.0
1,1,1,0.78,0.9742,1.0
1,1,1,0.8,0.9855,1.0
1,1,1,0.8200000000000001,0.9924,1.0
1,1,1,0.84,0.9981,1.0
1,1,1,0.86,1.0,0.0
1,1,1,0.88,1.0,0.0
1,1,1,0.9,1.0,0.0
1,1,1,0.92,1.0,0.0
1,1,1,0.94,1.0,0.0
1,1,1,0.96,1.0,0.0
1,1,1,0.98,1.0,0.0
1,2,1,0.0,0.0,0.7141
1,2,1,0.02,0.0,0.7141
1,2,1,0.04,0.0,0.7141
1,2,1,0.06,0.0,0.7141
1,2,1,0.08,0.001,0.7148
1,2,1,0.1,0.002,0.7155
1,2,1,0.12,0.0034,0.7156
1,2,1,0.14,0.0073,0.7179
1,2,1,0.16,0.0132,0.7192
1,2,1,0.18,0.0206,0.7216
1,2,1,0.2,0.0289,0.7248
1,2,1,0.22,0.0406,0.7276
1,2,1,0.24,0.0563,0.7339
1,2,1,0.26,0.0715,0.7385
1,2,1,0.28,0.0876,0.7441
1,2,1,0.3,0.1067,0.7518
1,2,1,0.32,0.1229,0.7612
1,2,1,0.34,0.1424,0.7677
1,2,1,0.36,0.1703,0.774
1,2,1,0.38,0.2017,0.7909
1,2,1,0.4,0.2354,0.8067
1,2,1,0.42,0.2658,0.818
1,2,1,0.44,0.2932,0.8331
1,2,1,0.46,0.324,0.8443
1,2,1,0.48,0.3588,0.855
1,2,1,0.5,0.3921,0.8655
1,2,1,0.52,0.4161,0.8793
1,2,1,0.54,0.4479,0.8909999999999999
1,2,1,0.56,0.4689,0.9005
1,2,1,0.58,0.4944,0.9129
1,2,1,0.6,0.5228,0.9272
1,2,1,0.62,0.5516,0.9421
1,2,1,0.64,0.5849,0.9517
1,2,1,0.66,0.6084,0.9612
1,2,1,0.68,0.6446,0.9711
1,2,1,0.7000000000000001,0.6721,0.9806
1,2,1,0.72,0.7053,0.985
1,2,1,0.74,0.7391,0.9887
1,2,1,0.76,0.7744,0.9935
1,2,1,0.78,0.816,0.9947
1,2,1,0.8,0.8625,1.0
1,2,1,0.8200000000000001,0.8913,1.0
1,2,1,0.84,0.9197,1.0
1,2,1,0.86,0.9481,1.0
1,2,1,0.88,0.9834,1.0
1,2,1,0.9,0.9985,1.0
1,2,1,0.92,1.0,0.0
1,2,1,0.94,1.0,0.0
1,2,1,0.96,1.0,0.0
1,2,1,0.98,1.0,0.0
1,3,1,0.0,0.0,0.7571
1,3,1,0.02,0.0012,0.7574
1,3,1,0.04,0.0043,0.7592
1,3,1,0.06,0.0074,0.7609
1,3,1,0.08,0.0124,0.7641
1,3,1,0.1,0.0161,0.7645
1,3,1,0.12,0.0167,0.7643
1,3,1,0.14,0.0204,0.7653
1,3,1,0.16,0.0279,0.768
1,3,1,0.18,0.0353,0.7726
1,3,1,0.2,0.044000000000000004,0.7738
1,3,1,0.22,0.0508,0.7761
1,3,1,0.24,0.0632,0.7811
1,3,1,0.26,0.0781,0.787
1,3,1,0.28,0.0973,0.7941
1,3,1,0.3,0.1134,0.8008
1,3,1,0.32,0.1382,0.8081
1,3,1,0.34,0.1722,0.8189
1,3,1,0.36,0.2001,0.8342
1,3,1,0.38,0.2323,0.8442
1,3,1,0.4,0.2608,0.8567
1,3,1,0.42,0.2993,0.8736
1,3,1,0.44,0.3383,0.8792
1,3,1,0.46,0.3742,0.8871
1,3,1,0.48,0.41200000000000003,0.8988
1,3,1,0.5,0.4511,0.9086
1,3,1,0.52,0.4845,0.9123
1,3,1,0.54,0.5291,0.9289
1,3,1,0.56,0.5719,0.9436
1,3,1,0.58,0.6134,0.9551
1,3,1,0.6,0.6481,0.9718
1,3,1,0.62,0.6902,0.982
1,3,1,0.64,0.7311,0.9931
1,3,1,0.66,0.7695,0.9946
1,3,1,0.68,0.8036,0.9968
1,3,1,0.7000000000000001,0.8340000000000001,1.0
1,3,1,0.72,0.8606,1.0
1,3,1,0.74,0.8903,1.0
1,3,1,0.76,0.9182,1.0
1,3,1,0.78,0.9449,1.0
1,3,1,0.8,0.9672,1.0
1,3,1,0.8200000000000001,0.987,1.0
1,3,1,0.84,0.9988,1.0
1,3,1,0.86,1.0,0.0
1,3,1,0.88,1.0,0.0
1,3,1,0.9,1.0,0.0
1,3,1,0.92,1.0,0.0
1,3,1,0.94,1.0,0.0
1,3,1,0.96,1.0,0.0
1,3,1,0.98,1.0,0.0
1,4,1,0.0,0.0,0.7344
1,4,1,0.02,0.0006,0.7348
1,4,1,0.04,0.0006,0.7348
1,4,1,0.06,0.0006,0.7348
1,4,1,0.08,0.0033,0.7346
1,4,1,0.1,0.0128,0.7332
1,4,1,0.12,0.0212,0.732
1,4,1,0.14,0.0329,0.7323
1,4,1,0.16,0.048,0.7333
1,4,1,0.18,0.0619,0.7371
1,4,1,0.2,0.077,0.7412
1,4,1,0.22,0.0954,0.7465
1,4,1,0.24,0.1144,0.7524
1,4,1,0.26,0.1339,0.7564
1,4,1,0.28,0.1568,0.7617
1,4,1,0.3,0.1869,0.7721
1,4,1,0.32,0.2254,0.7859999999999999
1,4,1,0.34,0.2556,0.7984
1,4,1,0.36,0.2952,0.8092
1,4,1,0.38,0.3326,0.8227
1,4,1,0.4,0.3566,0.8335
1,4,1,0.42,0.3884,0.8495
1,4,1,0.44,0.4213,0.8602
1,4,1,0.46,0.4526,0.8746
1,4,1,0.48,0.4782,0.8824
1,4,1,0.5,0.5045,0.8885
1,4,1,0.52,0.5312,0.9036
1,4,1,0.54,0.5552,0.9147
1,4,1,0.56,0.5865,0.9271
1,4,1,0.58,0.6133,0.9437
1,4,1,0.6,0.6339,0.9558
1,4,1,0.62,0.6613,0.9671
1,4,1,0.64,0.6847,0.9788
1,4,1,0.66,0.7076,0.9847
1,4,1,0.68,0.7288,0.9918
1,4,1,0.7000000000000001,0.7573,0.9977
1,4,1,0.72,0.7818,0.9974
1,4,1,0.74,0.7969,0.9973
1,4,1,0.76,0.8164,1.0
1,4,1,0.78,0.8398,1.0
1,4,1,0.8,0.8599,1.0
1,4,1,0.8200000000000001,0.8884,1.0
1,4,1,0.84,0.9113,1.0
1,4,1,0.86,0.9431,1.0
1,4,1,0.88,0.9805,1.0
1,4,1,0.9,0.9916,1.0
1,4,1,0.92,1.0,0.0
1,4,1,0.94,1.0,0.0
1,4,1,0.96,1.0,0.0
1,4,1,0.98,1.0,0.0
1,5,1,0.0,0.0,0.6125
1,5,1,0.02,0.0021,0.6124
1,5,1,0.04,0.0027,0.6128
1,5,1,0.06,0.0055,0.6138
1,5,1,0.08,0.0075,0.6144
1,5,1,0.1,0.0117,0.6142
1,5,1,0.12,0.0151,0.6163
1,5,1,0.14,0.0185,0.6164
1,5,1,0.16,0.0226,0.6175
1,5,1,0.18,0.0357,0.6216
1,5,1,0.2,0.0398,0.6221
1,5,1,0.22,0.0556,0.6296
1,5,1,0.24,0.0693,0.6352
1,5,1,0.26,0.0816,0.6423
1,5,1,0.28,0.1077,0.6533
1,5,1,0.3,0.1344,0.6616
1,5,1,0.32,0.168,0.6777
1,5,1,0.34,0.2044,0.6905
1,5,1,0.36,0.2421,0.7104
1,5,1,0.38,0.2846,0.7344
1,5,1,0.4,0.3258,0.764
1,5,1,0.42,0.3676,0.7874
1,5,1,0.44,0.4019,0.8039
1,5,1,0.46,0.4342,0.8242
1,5,1,0.48,0.4684,0.8529
1,5,1,0.5,0.4979,0.873
1,5,1,0.52,0.5274,0.8984
1,5,1,0.54,0.5665,0.9256
1,5,1,0.56,0.5905,0.9397
1,5,1,0.58,0.6159,0.9482
1,5,1,0.6,0.6468,0.9534
1,5,1,0.62,0.6749,0.9578
1,5,1,0.64,0.7051,0.9628
1,5,1,0.66,0.7401,0.9683
1,5,1,0.68,0.7661,0.9736
1,5,1,0.7000000000000001,0.8052,0.9824
1,5,1,0.72,0.8388,0.9872
1,5,1,0.74,0.8807,1.0
1,5,1,0.76,0.9026,1.0
1,5,1,0.78,0.9259,1.0
1,5,1,0.8,0.9355,1.0
1,5,1,0.8200000000000001,0.9492,1.0
1,5,1,0.84,0.9568,1.0
1,5,1,0.86,0.9643,1.0
1,5,1,0.88,0.9815,1.0
1,5,1,0.9,1.0,0.0
1,5,1,0.92,1.0,0.0
1,5,1,0.94,1.0,0.0
1,5,1,0.96,1.0,0.0
1,5,1,0.98,1.0,0.0
1,6,1,0.0,0.0,0.4779
1,6,1,0.02,0.0057,0.4787
1,6,1,0.04,0.0057,0.4787
1,6,1,0.06,0.0071,0.4789
1,6,1,0.08,0.0095,0.4791
1,6,1,0.1,0.0124,0.48
1,6,1,0.12,0.0162,0.4819
1,6,1,0.14,0.0238,0.4851
1,6,1,0.16,0.0314,0.4865
1,6,1,0.18,0.0428,0.4878
1,6,1,0.2,0.0552,0.4917
1,6,1,0.22,0.0713,0.4962
1,6,1,0.24,0.0918,0.5021
1,6,1,0.26,0.1227,0.5111
1,6,1,0.28,0.1564,0.5203
1,6,1,0.3,0.1945,0.5354
1,6,1,0.32,0.2363,0.5498
1,6,1,0.34,0.2848,0.5658
1,6,1,0.36,0.3367,0.59
1,6,1,0.38,0.3918,0.6208
1,6,1,0.4,0.4441,0.645
1,6,1,0.42,0.4912,0.6794
1,6,1,0.44,0.5326,0.7070000000000001
1,6,1,0.46,0.5768,0.7371
1,6,1,0.48,0.6077,0.7539
1,6,1,0.5,0.6396,0.7757
1,6,1,0.52,0.6676,0.7911
1,6,1,0.54,0.6928,0.8079999999999999
1,6,1,0.56,0.7223,0.8288
1,6,1,0.58,0.7394,0.8394
1,6,1,0.6,0.7684,0.8624
1,6,1,0.62,0.7927,0.883
1,6,1,0.64,0.8193,0.8974
1,6,1,0.66,0.8417,0.9069
1,6,1,0.68,0.8707,0.9375
1,6,1,0.7000000000000001,0.8944,0.9685
1,6,1,0.72,0.9078,0.9742
1,6,1,0.74,0.9234,1.0
1,6,1,0.76,0.9420000000000001,1.0
1,6,1,0.78,0.9605,1.0
1,6,1,0.8,0.9777,1.0
1,6,1,0.8200000000000001,0.9943,1.0
1,6,1,0.84,1.0,0.0
1,6,1,0.86,1.0,0.0
1,6,1,0.88,1.0,0.0
1,6,1,0.9,1.0,0.0
1,6,1,0.92,1.0,0.0
1,6,1,0.94,1.0,0.0
1,6,1,0.96,1.0,0.0
1,6,1,0.98,1.0,0.0
1,7,1,0.0,0.0,0.5548
1,7,1,0.02,0.0022,0.556
1,7,1,0.04,0.0032,0.5561
1,7,1,0.06,0.0048,0.5565
1,7,1,0.08,0.0059,0.5571
1,7,1,0.1,0.0102,0.5589
1,7,1,0.12,0.0161,0.5617
1,7,1,0.14,0.0231,0.5647
1,7,1,0.16,0.0263,0.5654
1,7,1,0.18,0.0333,0.5673
1,7,1,0.2,0.0446,0.5701
1,7,1,0.22,0.0634,0.5746
1,7,1,0.24,0.0763,0.578
1,7,1,0.26,0.0962,0.583
1,7,1,0.28,0.1177,0.5929
1,7,1,0.3,0.1468,0.6043
1,7,1,0.32,0.1828,0.6164
1,7,1,0.34,0.2263,0.6366
1,7,1,0.36,0.2575,0.6517
1,7,1,0.38,0.307,0.6742
1,7,1,0.4,0.3409,0.69
1,7,1,0.42,0.3882,0.7188
1,7,1,0.44,0.4328,0.7403
1,7,1,0.46,0.4694,0.7548
1,7,1,0.48,0.5016,0.7767
1,7,1,0.5,0.5425,0.8167
1,7,1,0.52,0.5753,0.8494
1,7,1,0.54,0.5968,0.872
1,7,1,0.56,0.6177,0.8833
1,7,1,0.58,0.6511,0.9137
1,7,1,0.6,0.6769,0.9318
1,7,1,0.62,0.6995,0.9463
1,7,1,0.64,0.7263,0.9646
1,7,1,0.66,0.7624,0.9751
1,7,1,0.68,0.7973,0.9894
1,7,1,0.7000000000000001,0.8317,0.9968
1,7,1,0.72,0.8737,1.0
1,7,1,0.74,0.9059,1.0
1,7,1,0.76,0.9344,1.0
1,7,1,0.78,0.972,1.0
1,7,1,0.8,0.9892,1.0
1,7,1,0.8200000000000001,0.9952,1.0
1,7,1,0.84,1.0,0.0
1,7,1,0.86,1.0,0.0
1,7,1,0.88,1.0,0.0
1,7,1,0.9,1.0,0.0
1,7,1,0.92,1.0,0.0
1,7,1,0.94,1.0,0.0
1,7,1,0.96,1.0,0.0
1,7,1,0.98,1.0,0.0
1,8,1,0.0,0.0,0.6516
1,8,1,0.02,0.0006,0.652
1,8,1,0.04,0.0006,0.652
1,8,1,0.06,0.0023,0.6525
1,8,1,0.08,0.0028,0.6523
1,8,1,0.1,0.0034,0.6521
1,8,1,0.12,0.0045,0.6523
1,8,1,0.14,0.0062,0.6534
1,8,1,0.16,0.009000000000000001,0.6553
1,8,1,0.18,0.0124,0.6564
1,8,1,0.2,0.0186,0.6582
1,8,1,0.22,0.0242,0.6603
1,8,1,0.24,0.0366,0.6647
1,8,1,0.26,0.0519,0.6688
1,8,1,0.28,0.0654,0.6731
1,8,1,0.3,0.0778,0.6779
1,8,1,0.32,0.0992,0.6821
1,8,1,0.34,0.1353,0.6962
1,8,1,0.36,0.16399999999999998,0.7033
1,8,1,0.38,0.2029,0.7136
1,8,1,0.4,0.2424,0.7247
1,8,1,0.42,0.2768,0.7381
1,8,1,0.44,0.3072,0.7429
1,8,1,0.46,0.3371,0.75
1,8,1,0.48,0.3675,0.7629
1,8,1,0.5,0.4081,0.7762
1,8,1,0.52,0.4481,0.7835
1,8,1,0.54,0.4831,0.7972
1,8,1,0.56,0.5265,0.8036
1,8,1,0.58,0.5682,0.8146
1,8,1,0.6,0.6094,0.8240000000000001
1,8,1,0.62,0.6573,0.8273
1,8,1,0.64,0.6956,0.8426
1,8,1,0.66,0.7458,0.8426
1,8,1,0.68,0.8151,0.8537
1,8,1,0.7000000000000001,0.8833,0.9082
1,8,1,0.72,0.934,0.9316
1,8,1,0.74,0.9707,1.0
1,8,1,0.76,0.9915,1.0
1,8,1,0.78,1.0,0.0
1,8,1,0.8,1.0,0.0
1,8,1,0.8200000000000001,1.0,0.0
1,8,1,0.84,1.0,0.0
1,8,1,0.86,1.0,0.0
1,8,1,0.88,1.0,0.0
1,8,1,0.9,1.0,0.0
1,8,1,0.92,1.0,0.0
1,8,1,0.94,1.0,0.0
1,8,1,0.96,1.0,0.0
1,8,1,0.98,1.0,0.0
1,9,1,0.0,0.0,0.7344
1,9,1,0.02,0.0031,0.7367
1,9,1,0.04,0.0044,0.737
1,9,1,0.06,0.0069,0.737
1,9,1,0.08,0.0075,0.7374
1,9,1,0.1,0.01,0.738
1,9,1,0.12,0.0125,0.738
1,9,1,0.14,0.015,0.7386
1,9,1,0.16,0.0181,0.7397
1,9,1,0.18,0.0243,0.7419
1,9,1,0.2,0.0287,0.7439
1,9,1,0.22,0.0393,0.7456
1,9,1,0.24,0.0524,0.7507
1,9,1,0.26,0.0605,0.7538
1,9,1,0.28,0.0767,0.763
1,9,1,0.3,0.0935,0.7744
1,9,1,0.32,0.11599999999999999,0.7898
1,9,1,0.34,0.1372,0.8006
1,9,1,0.36,0.1608,0.8113
1,9,1,0.38,0.1833,0.8229
1,9,1,0.4,0.2051,0.8345
1,9,1,0.42,0.2288,0.8456
1,9,1,0.44,0.26,0.8585
1,9,1,0.46,0.28800000000000003,0.8651
1,9,1,0.48,0.313,0.8702
1,9,1,0.5,0.3323,0.8786
1,9,1,0.52,0.35600000000000004,0.8858
1,9,1,0.54,0.3803,0.8893
1,9,1,0.56,0.4027,0.8967
1,9,1,0.58,0.4202,0.9054
1,9,1,0.6,0.4395,0.9155
1,9,1,0.62,0.4613,0.9271
1,9,1,0.64,0.485,0.9407
1,9,1,0.66,0.5087,0.9543
1,9,1,0.68,0.5337,0.9612
1,9,1,0.7000000000000001,0.5567,0.9606
1,9,1,0.72,0.5885,0.9712
1,9,1,0.74,0.6197,0.977
1,9,1,0.76,0.659,0.9817
1,9,1,0.78,0.7113,0.987
1,9,1,0.8,0.7887,0.9853
1,9,1,0.8200000000000001,0.8915,0.9828
1,9,1,0.84,0.9688,1.0
1,9,1,0.86,0.9956,1.0
1,9,1,0.88,1.0,0.0
1,9,1,0.9,1.0,0.0
1,9,1,0.92,1.0,0.0
1,9,1,0.94,1.0,0.0
1,9,1,0.96,1.0,0.0
1,9,1,0.98,1.0,0.0
1,10,1,0.0,0.0,0.7228
1,10,1,0.02,0.0056,0.7263
1,10,1,0.04,0.0073,0.727
1,10,1,0.06,0.0095,0.728
1,10,1,0.08,0.0112,0.7281
1,10,1,0.1,0.0146,0.7295
1,10,1,0.12,0.0163,0.7307
1,10,1,0.14,0.0185,0.7324
1,10,1,0.16,0.0219,0.7332
1,10,1,0.18,0.0286,0.7354
1,10,1,0.2,0.0365,0.7373
1,10,1,0.22,0.0466,0.7404
1,10,1,0.24,0.0572,0.7446
1,10,1,0.26,0.0763,0.7521
1,10,1,0.28,0.0932,0.7624
1,10,1,0.3,0.1156,0.7716
1,10,1,0.32,0.1414,0.7856
1,10,1,0.34,0.1644,0.7925
1,10,1,0.36,0.188,0.8065
1,10,1,0.38,0.2144,0.8186
1,10,1,0.4,0.2424,0.8274
1,10,1,0.42,0.2671,0.8377
1,10,1,0.44,0.2946,0.8457
1,10,1,0.46,0.3345,0.86
1,10,1,0.48,0.3704,0.8806
1,10,1,0.5,0.4147,0.9012
1,10,1,0.52,0.4545,0.9177
1,10,1,0.54,0.4882,0.9265
1,10,1,0.56,0.5191,0.9323
1,10,1,0.58,0.537,0.9382
1,10,1,0.6,0.5685,0.9506
1,10,1,0.62,0.5976,0.9582
1,10,1,0.64,0.6308,0.9635
1,10,1,0.66,0.6543,0.9675
1,10,1,0.68,0.7003,0.9719
1,10,1,0.7000000000000001,0.7441,0.9737
1,10,1,0.72,0.7884,0.9788
1,10,1,0.74,0.8311,0.9967
1,10,1,0.76,0.862,1.0
1,10,1,0.78,0.8866,1.0
1,10,1,0.8,0.9079999999999999,1.0
1,10,1,0.8200000000000001,0.9304,1.0
1,10,1,0.84,0.9574,1.0
1,10,1,0.86,0.9837,1.0
1,10,1,0.88,0.9989,1.0
1,10,1,0.9,1.0,0.0
1,10,1,0.92,1.0,0.0
1,10,1,0.94,1.0,0.0
1,10,1,0.96,1.0,0.0
1,10,1,0.98,1.0,0.0
1,1,2,0.0,0.0,0.728
1,1,2,0.02,0.002,0.7288
1,1,2,0.04,0.002,0.7288
1,1,2,0.06,0.0047,0.7294
1,1,2,0.08,0.0068,0.7309
1,1,2,0.1,0.0102,0.7327
1,1,2,0.12,0.0115,0.7337
1,1,2,0.14,0.0142,0.7357
1,1,2,0.16,0.021,0.7367
1,1,2,0.18,0.0312,0.7409
1,1,2,0.2,0.0366,0.7437
1,1,2,0.22,0.0516,0.7489
1,1,2,0.24,0.0638,0.7529
1,1,2,0.26,0.0773,0.7574
1,1,2,0.28,0.0957,0.7614
1,1,2,0.3,0.1187,0.7706
1,1,2,0.32,0.1431,0.7815
1,1,2,0.34,0.1744,0.7921
1,1,2,0.36,0.2056,0.8044
1,1,2,0.38,0.2354,0.8154
1,1,2,0.4,0.2653,0.8264
1,1,2,0.42,0.2985,0.8404
1,1,2,0.44,0.3385,0.8544
1,1,2,0.46,0.3758,0.8609
1,1,2,0.48,0.4213,0.8781
1,1,2,0.5,0.4586,0.8935
1,1,2,0.52,0.5014,0.9143
1,1,2,0.54,0.5482,0.9279
1,1,2,0.56,0.5923,0.9434
1,1,2,0.58,0.6269,0.9545
1,1,2,0.6,0.6621,0.9639
1,1,2,0.62,0.6920000000000001,0.9758
1,1,2,0.64,0.7259,0.9752
1,1,2,0.66,0.7666,0.9826
1,1,2,0.68,0.8114,1.0
1,1,2,0.7000000000000001,0.8575,1.0
1,1,2,0.72,0.8969,1.0
1,1,2,0.74,0.9281,1.0
1,1,2,0.76,0.943,1.0
1,1,2,0.78,0.9613,1.0
1,1,2,0.8,0.9735,1.0
1,1,2,0.8200000000000001,0.9824,1.0
1,1,2,0.84,0.9912,1.0
1,1,2,0.86,1.0,0.0
1,1,2,0.88,1.0,0.0
1,1,2,0.9,1.0,0.0
1,1,2,0.92,1.0,0.0
1,1,2,0.94,1.0,0.0
1,1,2,0.96,1.0,0.0
1,1,2,0.98,1.0,0.0
1,2,2,0.0,0.0,0.7698
1,2,2,0.02,0.0046,0.7708
1,2,2,0.04,0.0057,0.7711
1,2,2,0.06,0.0067,0.7719
1,2,2,0.08,0.0077,0.7727
1,2,2,0.1,0.0077,0.7727
1,2,2,0.12,0.0103,0.7747
1,2,2,0.14,0.0185,0.778
1,2,2,0.16,0.0277,0.7828
1,2,2,0.18,0.0401,0.7875
1,2,2,0.2,0.0524,0.7928
1,2,2,0.22,0.0673,0.7945
1,2,2,0.24,0.0802,0.8006
1,2,2,0.26,0.1028,0.8076
1,2,2,0.28,0.1254,0.8190000000000001
1,2,2,0.3,0.1511,0.8238
1,2,2,0.32,0.1814,0.8355
1,2,2,0.34,0.2158,0.8512
1,2,2,0.36,0.2533,0.8685
1,2,2,0.38,0.2893,0.8829
1,2,2,0.4,0.3237,0.8944
